epoch,loss
1,3.2632710933685303
2,2.7618017196655273
3,2.359527826309204
4,2.086519956588745
5,1.8062465190887451
6,1.616747498512268
7,1.451707363128662
8,1.3188704252243042
9,1.195564866065979
10,1.098371148109436
11,1.0456829071044922
12,0.9829726815223694
13,0.9277524352073669
14,0.8831444382667542
15,0.8510284423828125
16,0.823119580745697
17,0.8056138157844543
18,0.788920521736145
19,0.769761860370636
20,0.7591054439544678
21,0.7486298084259033
22,0.7418938875198364
23,0.7355617880821228
24,0.7306178212165833
25,0.724690318107605
26,0.7217955589294434
27,0.718447208404541
28,0.7170698046684265
29,0.7141625285148621
30,0.7112550735473633
31,0.7106136083602905
32,0.7100599408149719
33,0.7073693871498108
34,0.7071689367294312
35,0.7065194249153137
36,0.7046980261802673
37,0.7034522891044617
38,0.7033357620239258
39,0.7033146023750305
40,0.7016679644584656
41,0.7022330164909363
42,0.7020474672317505
43,0.7020649313926697
44,0.7008793950080872
45,0.7004949450492859
46,0.7003849744796753
47,0.7000322341918945
48,0.7002184987068176
49,0.6989388465881348
50,0.6990766525268555
51,0.6985971331596375
52,0.6985929012298584
53,0.6996982097625732
54,0.6982408761978149
55,0.6989151239395142
56,0.6980921030044556
57,0.6978981494903564
58,0.6975781321525574
59,0.6976036429405212
60,0.6974851489067078
61,0.6979807019233704
62,0.6972420811653137
63,0.6972189545631409
64,0.6970851421356201
65,0.6968940496444702
66,0.6967458724975586
67,0.6962368488311768
68,0.6963561773300171
69,0.6969177722930908
70,0.6966066360473633
71,0.6965544819831848
72,0.6965796947479248
73,0.6961934566497803
74,0.6964169144630432
75,0.6962583065032959
76,0.6952595710754395
77,0.6960029006004333
78,0.6960680484771729
79,0.6956919431686401
80,0.6960015892982483
81,0.6955298781394958
82,0.6951338648796082
83,0.695289134979248
84,0.6956437230110168
85,0.6954125165939331
86,0.6953318119049072
87,0.6956188678741455
88,0.695155680179596
89,0.6952172517776489
90,0.6947933435440063
91,0.6944811940193176
92,0.6951067447662354
93,0.6947776675224304
94,0.694556474685669
95,0.6947761178016663
96,0.694261908531189
97,0.694645345211029
98,0.6939102411270142
99,0.6943114995956421
100,0.6949065327644348
101,0.6943248510360718
102,0.6939136981964111
103,0.6933339834213257
104,0.6938093304634094
105,0.6931015253067017
106,0.6942517161369324
107,0.6931362152099609
108,0.6935431957244873
109,0.6931857466697693
110,0.6934307813644409
111,0.693810760974884
112,0.6931067109107971
113,0.69321608543396
114,0.693166971206665
115,0.6927031874656677
116,0.6927505135536194
117,0.6927967071533203
118,0.6928884387016296
119,0.6924845576286316
120,0.6926239728927612
121,0.6923466920852661
122,0.6925238966941833
123,0.6924208998680115
124,0.6920751929283142
125,0.6918737292289734
126,0.6914461255073547
127,0.6917393207550049
128,0.6914770007133484
129,0.6903434991836548
130,0.6905408501625061
131,0.6901238560676575
132,0.6906365752220154
133,0.6900004148483276
134,0.6893786191940308
135,0.6901499032974243
136,0.6899743676185608
137,0.6893444061279297
138,0.6895672082901001
139,0.6880874037742615
140,0.6898049712181091
141,0.6888119578361511
142,0.6892883777618408
143,0.6884922385215759
144,0.6888355612754822
145,0.6875452995300293
146,0.6879810094833374
147,0.6878249645233154
148,0.6881917715072632
149,0.6890643239021301
150,0.6888378262519836
151,0.6881544589996338
152,0.6866852641105652
153,0.6862355470657349
154,0.6880508661270142
155,0.6876173615455627
156,0.687345564365387
157,0.6853923797607422
158,0.6873298287391663
159,0.6842362880706787
160,0.6860503554344177
161,0.6867947578430176
162,0.6855756044387817
163,0.6863129138946533
164,0.6841797828674316
165,0.6839890480041504
166,0.6867973804473877
167,0.6844927668571472
168,0.6843764781951904
169,0.6861924529075623
170,0.68528151512146
171,0.6837165355682373
172,0.683370053768158
173,0.685332179069519
174,0.6845345497131348
175,0.6823909878730774
176,0.6847706437110901
177,0.6838940382003784
178,0.6835799217224121
179,0.6829638481140137
180,0.6833809614181519
181,0.6833156943321228
182,0.683908224105835
183,0.6836973428726196
184,0.681999683380127
185,0.6840367913246155
186,0.6831324100494385
187,0.6840002536773682
188,0.6834418177604675
189,0.6820533871650696
190,0.6824619770050049
191,0.6821328401565552
192,0.6819537281990051
193,0.6835300922393799
194,0.6828708648681641
195,0.6823268532752991
196,0.6819846630096436
197,0.6822330951690674
198,0.6803517937660217
199,0.6808796525001526
200,0.6816638708114624
201,0.6819548606872559
202,0.6819480061531067
203,0.6815938353538513
204,0.6818944811820984
205,0.6806298494338989
206,0.6811745762825012
207,0.6802598237991333
208,0.6792579293251038
209,0.6814363598823547
210,0.6819092035293579
211,0.6799750328063965
212,0.6803004145622253
213,0.6823245286941528
214,0.6803771257400513
215,0.6798380017280579
216,0.6797314286231995
217,0.6813396215438843
218,0.6812679171562195
219,0.6804315447807312
220,0.6800897121429443
221,0.6795058846473694
222,0.6798334717750549
223,0.6798475980758667
224,0.6795513033866882
225,0.6793174147605896
226,0.6799494624137878
227,0.6779906749725342
228,0.6785037517547607
229,0.6775659322738647
230,0.6777846813201904
231,0.6786998510360718
232,0.6779534816741943
233,0.6792618036270142
234,0.680161714553833
235,0.6785467267036438
236,0.6791976690292358
237,0.6803044080734253
238,0.6794451475143433
239,0.6786510348320007
240,0.6790310144424438
241,0.6795064210891724
242,0.6787301898002625
