epoch,loss
1,35.14741516113281
2,19.811155319213867
3,11.344027519226074
4,7.022000312805176
5,4.454848766326904
6,2.9719443321228027
7,2.0481700897216797
8,1.4380024671554565
9,1.0663442611694336
10,0.8213809132575989
11,0.6875222325325012
12,0.6270104646682739
13,0.5928238034248352
14,0.582772433757782
15,0.5799434185028076
16,0.5760529041290283
17,0.5704947113990784
18,0.568613588809967
19,0.561417281627655
20,0.5562018752098083
21,0.5430331230163574
22,0.5335001349449158
23,0.5171746611595154
24,0.508267879486084
25,0.5036837458610535
26,0.4970659911632538
27,0.5007256269454956
28,0.49701473116874695
29,0.494596391916275
30,0.499907910823822
31,0.48600175976753235
32,0.48635736107826233
33,0.47623705863952637
34,0.47730278968811035
35,0.4689013361930847
36,0.46916845440864563
37,0.4658273160457611
38,0.46453166007995605
39,0.46273812651634216
40,0.4623519778251648
41,0.4546911418437958
42,0.45361411571502686
43,0.4528319239616394
44,0.44931164383888245
45,0.44866591691970825
46,0.4501471221446991
47,0.44669753313064575
48,0.44497740268707275
49,0.4457520842552185
50,0.4487819969654083
51,0.43951141834259033
52,0.43895816802978516
53,0.4375836253166199
54,0.4351474642753601
55,0.4362433850765228
56,0.43293651938438416
57,0.4319230914115906
58,0.4284988045692444
59,0.43061164021492004
60,0.42845797538757324
61,0.42317473888397217
62,0.42777955532073975
63,0.4226353168487549
64,0.4222055673599243
65,0.4234829545021057
66,0.41857287287712097
67,0.4197838306427002
68,0.4174661934375763
69,0.41829365491867065
70,0.4153934121131897
71,0.414846807718277
72,0.4141199588775635
73,0.41147664189338684
74,0.41094040870666504
75,0.4092554748058319
76,0.4087351858615875
77,0.4076046645641327
78,0.40504956245422363
79,0.4059480130672455
80,0.40516921877861023
81,0.40555599331855774
82,0.40204164385795593
83,0.4038776457309723
84,0.3991541862487793
85,0.40046828985214233
86,0.39761966466903687
87,0.3990463614463806
88,0.39538025856018066
89,0.3961721956729889
90,0.3963961601257324
91,0.3937874734401703
92,0.3949757516384125
93,0.3948977589607239
94,0.3925294876098633
95,0.39211684465408325
96,0.39177486300468445
97,0.3896869719028473
98,0.39137545228004456
99,0.38923293352127075
100,0.388374924659729
101,0.3877486288547516
102,0.3871341943740845
103,0.38494518399238586
104,0.38632750511169434
105,0.38427671790122986
106,0.3823706805706024
107,0.3865512013435364
108,0.3839515447616577
109,0.3834580183029175
110,0.3806297481060028
111,0.3799375295639038
112,0.3817339241504669
113,0.379328191280365
114,0.379936546087265
115,0.3771998882293701
116,0.37732529640197754
117,0.37803640961647034
118,0.37712982296943665
119,0.37692826986312866
120,0.3748064339160919
121,0.37651219964027405
122,0.37468624114990234
123,0.37412360310554504
124,0.3744475543498993
125,0.372890830039978
126,0.3736865818500519
127,0.37455326318740845
128,0.3735660910606384
129,0.37152332067489624
130,0.37258660793304443
131,0.3718489110469818
132,0.37140360474586487
133,0.371601939201355
134,0.3702666759490967
135,0.37254804372787476
136,0.3707457184791565
137,0.37070226669311523
138,0.370588481426239
139,0.369118869304657
140,0.368200421333313
141,0.36931782960891724
142,0.3687886595726013
143,0.3701130747795105
144,0.3687719404697418
145,0.3682600259780884
146,0.36815524101257324
147,0.36883506178855896
148,0.36794885993003845
149,0.3673234283924103
150,0.36665618419647217
